
running 2776 tests
test compete::tests::count_diff_lines_empty_is_zero ... ok
test compete::tests::count_diff_lines_sums_added_and_removed_skips_binary ... ok
test compete::tests::default_gate_unsets_session_role ... ok
test compete::tests::headless_argv_appends_brief_as_final_positional ... ok
test compete::tests::headless_argv_codex_uses_exec_and_bypass ... ok
test compete::tests::headless_argv_none_for_human_briefed ... ok
test compete::tests::parse_gate_result_build_failure ... ok
test compete::tests::parse_gate_result_pass ... ok
test compete::tests::parse_gate_result_test_failure_still_built ... ok
test compete::tests::render_report_has_header_row_and_one_line_per_arm ... ok
test compete::tests::vendor_adapter_maps_known_vendors ... ok
test compete::tests::vendor_branch_is_namespaced_and_lowercased ... ok
test compete::tests::verdict_distinguishes_skipped_and_briefed ... ok
test complexity_calibration::tests::apply_assistance_tag_replaces_existing_assistance_tag ... ok
test complexity_calibration::tests::apply_complexity_tag_preserves_unrelated_tags ... ok
test complexity_calibration::tests::apply_complexity_tag_replaces_existing_complexity_tag ... ok
test complexity_calibration::tests::assistance_level_parse_and_display_round_trip ... ok
test complexity_calibration::tests::complexity_from_tags_reads_first_matching ... ok
test complexity_calibration::tests::complexity_from_tags_returns_none_when_absent ... ok
test complexity_calibration::tests::complexity_level_parse_and_display_round_trip ... ok
test complexity_calibration::tests::compute_agreement_returns_matched_when_levels_equal ... ok
test complexity_calibration::tests::compute_agreement_returns_over_when_pickup_higher_than_review ... ok
test complexity_calibration::tests::compute_agreement_returns_under_when_pickup_lower_than_review ... ok
test complexity_calibration::tests::mismatches_drops_records_missing_pickup_complexity ... ok
test complexity_calibration::tests::mismatches_drops_records_missing_review_half ... ok
test complexity_calibration::tests::mismatches_drops_records_where_levels_match ... ok
test complexity_calibration::tests::mismatches_filters_by_since_window ... ok
test complexity_calibration::tests::mismatches_ranks_biggest_gap_first ... ok
test complexity_calibration::tests::mismatches_surfaces_pickup_low_vs_review_high_as_underestimate ... ok
test complexity_calibration::tests::pickup_capture_writes_yaml_and_round_trips_on_disk ... ok
test complexity_calibration::tests::pickup_upsert_noops_when_both_args_absent ... ok
test complexity_calibration::tests::punt_count_for_spec_aggregates_only_matching_records ... ok
test cli::tests::source_doc_comments_carry_no_spec_id_provenance ... ok
test complexity_calibration::tests::read_all_captures_skips_garbage_files ... ok
test complexity_calibration::tests::read_all_captures_returns_newest_first ... ok
test bug_559_clone_recovery_tests::try_attach_recovers_when_aida_store_is_default_branch ... ok
test complexity_calibration::tests::upsert_pickup_no_ops_when_telemetry_disabled ... ok
test coordination::tests::acquire_is_unavailable_without_a_store ... ok
test complexity_calibration::tests::review_upsert_preserves_pickup_and_ship_slots_and_derives_agreement ... ok
test complexity_calibration::tests::ship_upsert_preserves_pickup_slot ... ok
test coordination::tests::acquire_lock_is_unavailable_without_a_store ... ok
test coordination::tests::build_lock_claim_is_process_backed_and_named ... ok
test coordination::tests::claim_round_trips_through_read ... ok
test coordination::tests::cross_host_live_pid_does_not_take_fast_path ... ok
test coordination::tests::cross_host_stale_heartbeat_reclaims ... ok
test coordination::tests::dead_pid_same_host_reclaims ... ok
test coordination::tests::drain_cross_host_live_within_ttl_refuses ... ok
test coordination::tests::drain_dead_pid_same_host_reclaims_immediately ... ok
test coordination::tests::drain_live_pid_same_host_refuses ... ok
test coordination::tests::drain_stale_ttl_reclaims_even_when_pid_alive ... ok
test coordination::tests::heartbeat_age_clamps_future_to_zero ... ok
test coordination::tests::list_claims_empty_when_no_registry ... ok
test coordination::tests::live_heartbeat_refuses ... ok
test coordination::tests::lock_claim_path_names_per_kind ... ok
test coordination::tests::no_claim_acquires ... ok
test coordination::tests::own_clone_reacquires_reentrant ... ok
test coordination::tests::same_node_id_but_different_clone_path_is_foreign ... ok
test coordination::tests::sanitize_scope_distinct_for_collidable_inputs ... ok
test coordination::tests::sanitize_scope_empty_falls_back ... ok
test coordination::tests::sanitize_scope_is_deterministic ... ok
test coordination::tests::sanitize_scope_is_filesystem_safe ... ok
test coordination::tests::session_lease_dead_pid_same_host_does_not_reclaim ... ok
test coordination::tests::session_lease_stale_ttl_still_reclaims ... ok
test coordination::tests::stale_ttl_reclaims ... ok
test coordination::tests::unparseable_heartbeat_falls_back_to_pid_liveness_same_host ... ok
test deep_link::tests::percent_encode_newline_pct0a ... ok
test deep_link::tests::percent_encode_passes_unreserved_through ... ok
test deep_link::tests::percent_encode_spaces_become_pct20 ... ok
test deep_link::tests::percent_encode_unicode_uses_utf8_bytes ... ok
test deep_link::tests::q_max_boundary_is_5000 ... ok
test deep_link::tests::q_max_counts_encoded_bytes_not_chars ... ok
test deep_link::tests::render_minimal ... ok
test deep_link::tests::render_reports_exceeds_when_q_too_long ... ok
test deep_link::tests::render_with_q_and_cwd_matches_docs_example_shape ... ok
test deep_link::tests::render_with_repo_only ... ok
test delegated_reviewer_tests::test_extract_bughunter_severity ... ok
test delegated_reviewer_tests::test_parse_review_mode ... ok
test derive_parent_epic_label_tests::child_into_epic_derives_label ... ok
test derive_parent_epic_label_tests::child_into_non_epic_returns_none ... ok
test derive_parent_epic_label_tests::dangling_target_returns_none ... ok
test derive_parent_epic_label_tests::mixed_child_edges_picks_epic ... ok
test derive_parent_epic_label_tests::no_relationships_returns_none ... ok
test derive_parent_epic_label_tests::parent_edge_does_not_derive ... ok
test derive_parent_epic_label_tests::prefers_agreed_id_over_spec_id ... ok
test digest::tests::ai_authorship_prefix_does_not_defeat_noise_and_classify ... ok
test digest::tests::classify_capability_buckets_by_surface ... ok
test digest::tests::classify_interface_line_buckets ... ok
test digest::tests::collapse_cluster_pr_groups_multi_spec ... ok
test digest::tests::collect_capabilities_drops_noise_strips_ids_and_buckets ... ok
test digest::tests::collect_capabilities_from_store_buckets_and_skips_empty ... ok
test digest::tests::collect_rejected_pivots_keeps_only_superseded ... ok
test digest::tests::customer_audience_strips_spec_ids ... ok
test digest::tests::digest_marker_round_trip ... ok
test digest::tests::has_captured_interface_changes_window_and_nonempty ... ok
test digest::tests::interface_changes_is_empty_semantics ... ok
test digest::tests::is_dev_only_commit_drops_clippy_and_refactor_keeps_feat ... ok
test digest::tests::is_noise_commit_drops_typo_and_chore ... ok
test digest::tests::operator_lens_prefers_captured_over_git ... ok
test digest::tests::operator_lens_renders_capabilities_not_work_narrative ... ok
test digest::tests::parse_digest_since_falls_back_to_marker ... ok
test digest::tests::parse_digest_since_handles_duration ... ok
test coordination::tests::acquire_is_unavailable_without_origin_remote ... ok
test digest::tests::parse_digest_since_handles_iso_date ... ok
test digest::tests::parse_digest_since_rejects_garbage ... ok
test digest::tests::render_brief_is_single_paragraph ... ok
test coordination::tests::acquire_lock_is_unavailable_without_origin_remote ... ok
test docs::tests::build_detects_drift_when_file_modified_externally ... ok
test docs::tests::decision_filename_combines_id_and_slug ... ok
test docs::tests::render_constitution_lists_principles ... ok
test docs::tests::render_constitution_says_empty_when_no_principles ... ok
test docs::tests::slugify_handles_punctuation_and_unicode ... ok
test docs::tests::wrap_autogen_includes_markers ... ok
test docs::tests::build_writes_planned_files_and_skips_unchanged ... ok
test drain_lock::tests::acquire_writes_lock_and_guard_drop_removes_it ... ok
test drain_lock::tests::age_secs_clamps_future_timestamps_to_zero ... ok
test drain_lock::tests::aged_out_lock_reclaims_even_when_pid_alive ... ok
test drain_lock::tests::classify_lock_none_when_no_file ... ok
test drain_lock::tests::classify_lock_running_when_pid_alive ... ok
test drain_lock::tests::classify_lock_stale_when_pid_dead ... ok
test drain_lock::tests::dead_pid_lock_reclaims ... ok
test drain_lock::tests::force_overrides_a_live_fresh_lock ... ok
test drain_lock::tests::guard_drop_leaves_a_successor_lock_intact ... ok
test digest::tests::parse_digest_since_handles_git_tag ... ok
test drain_lock::tests::live_fresh_lock_refuses ... ok
test drain_lock::tests::no_existing_lock_acquires ... ok
test drain_lock::tests::probe_lock_none_on_empty_root ... ok
test drain_lock::tests::acquire_reclaims_a_dead_pid_lock ... ok
test drain_lock::tests::unparseable_timestamp_falls_back_to_pid_liveness ... ok
test drain_lock::tests::probe_lock_reads_a_just_written_lock ... ok
test drain_lock::tests::second_acquire_refuses_while_our_live_pid_holds_it ... ok
test drain_reliability_wiring_tests::read_drain_config_absent_section_is_all_none ... ok
test drain_reliability_wiring_tests::read_drain_config_parses_drain_section ... ok
test drain_reliability_wiring_tests::resume_start_phase_clamp_bumps_ci_to_reviewer_only ... ok
test drain_reliability_wiring_tests::watchdog_trip_reason_names_the_threshold_minutes ... ok
test drain_resume::tests::bug478_failure_reason_not_member_state_decides_shelved_vs_crash ... ok
test drain_resume::tests::crashed_mid_phase_is_resumable ... ok
test drain_resume::tests::from_pr_completed_dominates_other_refusals ... ok
test drain_resume::tests::from_pr_never_enters_at_implementer_or_ci ... ok
test drain_resume::tests::from_pr_open_pr_already_reviewed_drives_from_merge ... ok
test drain_resume::tests::from_pr_open_pr_unreviewed_drives_from_reviewer ... ok
test drain_resume::tests::from_pr_refuses_when_no_pr_exists ... ok
test drain_resume::tests::from_pr_refuses_when_pr_already_merged ... ok
test drain_resume::tests::from_pr_refuses_when_spec_already_completed ... ok
test drain_resume::tests::nothing_in_flight_is_not_resumable ... ok
test drain_resume::tests::orchestrator_alive_never_resumes ... ok
test drain_resume::tests::phase_postcondition_maps_each_phase_to_its_fact ... ok
test drain_resume::tests::reconcile_all_met_is_already_complete ... ok
test drain_resume::tests::reconcile_returns_first_unmet_phase ... ok
test drain_resume::tests::reconcile_sorts_unordered_input_by_phase_index ... ok
test drain_resume::tests::reconcile_treats_missing_phase_as_not_met ... ok
test drain_resume::tests::resume_plan_already_complete_when_every_effect_present ... ok
test drain_resume::tests::resume_plan_leaves_shelved_member_parked ... ok
test drain_resume::tests::resume_plan_merge_done_before_crash_is_not_redone ... ok
test drain_resume::tests::resume_plan_merged_and_completed_is_complete_despite_false_ci ... ok
test drain_resume::tests::resume_plan_nothing_to_resume_when_not_in_flight ... ok
test drain_resume::tests::resume_plan_reenters_at_first_unmet_phase ... ok
test drain_resume::tests::resume_plan_refuses_when_orchestrator_alive ... ok
test drain_resume::tests::shelved_member_is_not_resumed ... ok
test drain_state::tests::batch_state_round_trips ... ok
test drain_state::tests::clear_removes_file_and_is_idempotent ... ok
test cascade_rebase_tests::cascade_rebases_clean_chain_onto_main_and_removes_entry ... ok
test drain_state::tests::new_single_includes_run_uuid_and_zen ... ok
test drain_state::tests::on_drain_complete_predicts_per_mode ... ok
test drain_state::tests::position_of_is_one_based ... ok
test drain_state::tests::pre_task_336_file_parses_with_default_run_fields ... ok
test drain_state::tests::probe_active_for_live_pid ... ok
test drain_state::tests::probe_none_when_no_file ... ok
test drain_state::tests::clear_run_wipes_run_uuid_and_zen ... ok
test drain_state::tests::render_human_batch_shows_member_progress ... ok
test drain_state::tests::render_human_single_shows_command_and_phase ... ok
test drain_state::tests::render_human_stale_reports_crash_and_clear_hint ... ok
test drain_state::tests::render_json_carries_status_word ... ok
test drain_state::tests::probe_stale_for_dead_pid ... ok
test drain_state::tests::set_phase_updates_current_and_member ... ok
test drain_state::tests::set_member_outcome_marks_terminal_state ... ok
test drain_state::tests::single_spec_state_round_trips ... ok
test drain_state::tests::stale_pid_makes_run_uuid_not_corroborate ... ok
test drain_state::tests::updates_are_noops_without_a_file ... ok
test drain_state::tests::write_leaves_no_temp_files ... ok
test drain_state_clear_tests::failed_resume_keeps_drain_state ... ok
test drain_state_clear_tests::non_owner_never_clears ... ok
test drain_state_clear_tests::non_resume_drain_unchanged ... ok
test drain_state_clear_tests::successful_resume_clears ... ok
test dryrun::tests::acceptance_variants_all_detected ... ok
test dryrun::tests::ai_sidecar_parses_full ... ok
test dryrun::tests::ai_sidecar_rejects_garbage ... ok
test dryrun::tests::ai_sidecar_tolerates_missing_arrays ... ok
test dryrun::tests::empty_description_fails_description_and_vague ... ok
test dryrun::tests::every_dimension_has_a_reason ... ok
test dryrun::tests::folder_type_fails_type ... ok
test dryrun::tests::fully_specified_scores_100 ... ok
test dryrun::tests::json_payload_includes_ai_when_present ... ok
test dryrun::tests::json_payload_shape ... ok
test dryrun::tests::meta_type_fails_type ... ok
test dryrun::tests::missing_acceptance_fails_only_acceptance ... ok
test dryrun::tests::missing_priority_fails_priority ... ok
test dryrun::tests::orphan_without_parent_fails_parent ... ok
test dryrun::tests::placeholder_description_fails_vague ... ok
test dryrun::tests::score_is_deterministic ... ok
test dryrun::tests::stub_description_fails_floor ... ok
test dryrun::tests::thin_body_fails_vague ... ok
test dryrun::tests::top_level_epic_passes_parent_without_link ... ok
test dryrun::tests::weights_sum_to_100 ... ok
test dryrun::tests::worst_case_scores_zero ... ok
test effort_calibration::tests::calibration_deltas_compare_estimates_to_ship_actual ... ok
test effort_calibration::tests::effort_bucket_parse_display_and_minutes ... ok
test effort_calibration::tests::effort_tag_replaces_one_touchpoint_only ... ok
test effort_calibration::tests::format_minutes_uses_work_day_and_week ... ok
test drain_state::tests::set_run_records_current_run_uuid_and_zen ... ok
test enrich_headless_diagnostic_tests::askuserquestion_in_recent_log_enriches_reason ... ok
test enrich_headless_diagnostic_tests::log_without_askuserquestion_unchanged ... ok
test enrich_headless_diagnostic_tests::no_log_means_unchanged_failure ... ok
test enrich_headless_diagnostic_tests::non_noverdict_failure_unchanged ... ok
test enrich_headless_diagnostic_tests::old_log_is_ignored ... ok
test eval_subcommand_hint_tests::bare_when_wrapper_set_eval_form_when_unset ... ok
test exit_signal::tests::natural_exit_without_sentinel ... ok
test exit_signal::tests::parse_ms_falls_back_and_floors ... ok
test effort_calibration::tests::upserts_preserve_other_slots_and_latest_precedence ... ok
test exit_signal::tests::reap_cascades_to_descendant_processes ... ok
test exit_signal::tests::sentinel_path_is_a_lease_sibling ... ok
test drain_reliability_wiring_tests::progress_signature_changes_when_a_file_is_edited_then_committed ... ok
test exit_signal::tests::sentinel_touch_then_immediate_exit ... ok
test exit_signal::tests::watchdog_trip_reaps_a_running_child ... ok
test external_import_bleed::tests::absolute_import_outside_project_escapes ... ok
test external_import_bleed::tests::file_still_escapes_decides_removal ... ok
test external_import_bleed::tests::import_resolving_into_project_is_not_a_bleed ... ok
test external_import_bleed::tests::parse_at_imports_takes_leading_at_tokens_only ... ok
test external_import_bleed::tests::relative_import_in_ancestor_escapes_project ... ok
test findings::tests::build_findings_view_drops_non_finding_drafts ... ok
test findings::tests::build_findings_view_groups_advisor_by_origin ... ok
test findings::tests::build_findings_view_groups_implementer_by_spec ... ok
test findings::tests::build_findings_view_groups_review_by_pr_and_sorts_by_severity ... ok
test findings::tests::build_findings_view_kind_filter_narrows_to_category ... ok
test findings::tests::build_findings_view_orders_review_implementer_advisor ... ok
test findings::tests::build_findings_view_pr_filter_narrows_and_excludes_implementer ... ok
test findings::tests::build_findings_view_separates_sources_review_first ... ok
test findings::tests::build_findings_view_source_filter_isolates_advisor ... ok
test findings::tests::build_findings_view_source_filter_narrows_to_one_phase ... ok
test findings::tests::finding_recurrence_defaults_to_one_and_parses_tag ... ok
test findings::tests::finding_row_carries_recurrence_count ... ok
test findings::tests::finding_source_classifies_by_tag ... ok
test findings::tests::finding_source_recognises_advisor_tag ... ok
test findings::tests::is_finding_accepts_advisor_source ... ok
test findings::tests::is_finding_accepts_either_source ... ok
test findings::tests::parse_promote_threshold_absent_returns_none ... ok
test findings::tests::parse_promote_threshold_finds_explicit_value ... ok
test findings::tests::parse_promote_threshold_ignores_comments_and_blank_lines ... ok
test findings::tests::parse_promote_threshold_rejects_zero_and_garbage ... ok
test findings::tests::pr_number_from_tag_parses_and_rejects ... ok
test findings::tests::severity_label_round_trips ... ok
test findings::tests::severity_parse_is_tolerant ... ok
test findings::tests::severity_rank_orders_major_minor_cosmetic ... ok
test forge::tests::change_cmd_hint_templates_cli_and_noun ... ok
test forge::tests::change_lookup_maps_every_pr_lookup_state ... ok
test forge::tests::change_noun_per_forge ... ok
test forge::tests::ci_probe_from_pipelines_invoke_or_exit_failure_is_no_signal ... ok
test forge::tests::ci_probe_from_pipelines_maps_each_state ... ok
test forge::tests::ci_probe_from_pipelines_no_pipelines_is_no_checks_not_no_signal ... ok
test forge::tests::ci_probe_result_maps_every_ci_probe_state ... ok
test forge::tests::ci_status_from_pipelines_maps_each_state ... ok
test forge::tests::ci_status_from_pipelines_no_signal_degrades_to_none ... ok
test forge::tests::command_vocabulary_per_forge ... ok
test forge::tests::config_overrides_detection ... ok
test forge::tests::config_token_round_trips ... ok
test forge::tests::detect_github_ssh_and_https ... ok
test forge::tests::detect_gitlab_dotcom_and_self_hosted ... ok
test forge::tests::detect_unknown_host_is_pure_git ... ok
test forge::tests::glab_ci_state_maps_pipeline_status_tokens ... ok
test forge::tests::glab_lookup_auth_stderr_is_cli_failed ... ok
test forge::tests::glab_lookup_branch_hint_fills_missing_source_branch ... ok
test forge::tests::glab_lookup_empty_array_is_no_change ... ok
test forge::tests::glab_lookup_found_from_clean_array ... ok
test forge::tests::glab_lookup_invoke_error_is_cli_missing ... ok
test forge::tests::glab_lookup_transient_stderr_is_unreachable ... ok
test forge::tests::glab_state_maps_gitlab_tokens ... ok
test forge::tests::glab_stderr_transient_classification ... ok
test forge::tests::newest_glab_pipeline_picks_highest_id ... ok
test forge::tests::parse_glab_mr_list_empty_array_and_blank ... ok
test forge::tests::parse_glab_mr_list_maps_array ... ok
test forge::tests::parse_glab_mr_list_non_array_is_error ... ok
test forge::tests::parse_glab_mr_list_skips_rows_without_iid ... ok
test forge::tests::parse_glab_mr_status_head_sha_from_diff_refs ... ok
test forge::tests::parse_glab_mr_status_legacy_merge_status_field ... ok
test forge::tests::parse_glab_mr_status_merged_not_mergeable ... ok
test forge::tests::parse_glab_mr_status_open_mergeable ... ok
test forge::tests::parse_glab_mr_status_rejects_garbage ... ok
test forge::tests::pure_git_ci_is_none_and_open_change_is_synthetic ... ok
test exit_signal::tests::reaps_child_after_sentinel_touch ... ok
test forge::tests::pure_git_squash_merge_commits_and_advances_base ... ok
test forge::tests::read_forge_config_absent_is_none ... ok
test forge::tests::read_forge_config_parses_section ... ok
test forge_binary_resolution_tests::forge_cli_dispatches_by_kind ... ok
test forge_binary_resolution_tests::glab_binary_honors_test_override ... ok
test format_review_story_display_tests::handles_empty_title_after_colon ... ok
test format_review_story_display_tests::matches_review_prefix_case_insensitively ... ok
test format_review_story_display_tests::non_ascii_title_near_prefix_boundary_does_not_panic ... ok
test format_review_story_display_tests::passes_through_agreed_id_when_present ... ok
test format_review_story_display_tests::returns_none_for_non_review_title ... ok
test format_review_story_display_tests::returns_none_for_partial_match ... ok
test format_review_story_display_tests::returns_none_when_pr_number_not_digits ... ok
test format_review_story_display_tests::rewrites_synthetic_review_story_title ... ok
test format_tags_inline_tests::empty_tags_render_empty ... ok
test format_tags_inline_tests::exactly_at_cap_renders_all_with_no_suffix ... ok
test format_tags_inline_tests::fewer_than_cap_renders_all_with_no_suffix ... ok
test format_tags_inline_tests::over_cap_truncates_with_more_suffix ... ok
test format_tags_inline_tests::zero_cap_renders_empty ... ok
test git_linkage_tests::aida_format_subject_has_no_pr_number ... ok
test git_linkage_tests::malformed_pr_suffix_is_rejected ... ok
test git_linkage_tests::squash_merge_subject_yields_pr_number ... ok
test glossary_render_tests::both_flags_render_both_sections ... ok
test glossary_render_tests::default_renders_both_glossary_sections_machinery_first ... ok
test glossary_render_tests::filter_flags_isolate_their_section ... ok
test glyph_config::tests::expand_theme_materializes_bundle_and_drops_reference ... ok
test glyph_config::tests::reset_clears_all_overrides_only ... ok
test glyph_config::tests::set_override_creates_file_when_absent ... ok
test exit_signal::tests::sigkill_fires_when_sigterm_is_ignored ... ok
test glyph_config::tests::set_theme_writes_reference_and_preserves_rest ... ok
test glyph_config::tests::set_override_preserves_unrelated_keys_and_comments ... ok
test forge::tests::pure_git_status_reflects_ancestry ... ok
test glyphs::tests::absent_config_defaults_to_unicode ... ok
test glyphs::tests::absent_glyphs_section_is_phase1_behavior ... ok
test glyphs::tests::ascii_profile_returns_ascii_unicode_returns_emoji ... ok
test glyphs::tests::env_wins_over_project_and_user ... ok
test glyphs::tests::every_glyph_name_round_trips ... ok
test glyphs::tests::from_name_maps_canonical_and_hyphen_forms ... ok
test glyphs::tests::full_precedence_override_beats_theme_beats_profile_beats_default ... ok
test glyphs::tests::get_honors_active_profile ... ok
test glyphs::tests::no_theme_falls_through_to_profile_then_default ... ok
test glyphs::tests::override_wins_over_profile ... ok
test glyphs::tests::parse_is_case_insensitive_and_rejects_garbage ... ok
test glyphs::tests::project_override_beats_user_override ... ok
test glyphs::tests::project_theme_beats_user_theme ... ok
test glyphs::tests::project_wins_over_user ... ok
test glyphs::tests::task835_entries_match_historical_literals ... ok
test glyphs::tests::theme_lookup_is_case_and_separator_insensitive ... ok
test glyphs::tests::theme_render_bundle_wins_else_base ... ok
test glyphs::tests::unknown_override_key_is_ignored ... ok
test glyphs::tests::unset_symbol_falls_through_to_profile ... ok
test glyphs::tests::unset_symbol_falls_through_to_unicode_default ... ok
test glyphs::tests::user_config_used_when_no_project_setting ... ok
test goal_command_tests::batch_clause_strips_prefix_and_emits_verify ... ok
test goal_command_tests::epic_spec_pr_clauses ... ok
test goal_command_tests::multiple_flags_compose_with_and ... ok
test goal_command_tests::no_flags_is_an_error ... ok
test goal_command_tests::queue_empty_clause_strips_role_prefix ... ok
test glyph_config::tests::unset_last_override_drops_glyphs_table ... ok
test glyph_config::tests::unset_removes_one_and_keeps_others ... ok
test handle_fetch_command_tests::fetch_store_only_skips_code_leg ... ok
test handle_fetch_command_tests::fetch_code_only_advances_origin_without_touching_worktree ... ok
test handle_fetch_command_tests::fetch_does_not_auto_bump ... ok
Updating b6613c9..5fbd02b
Updating b6613c9..adc5844
test handle_pull_command_tests::pull_code_leg_failure_returns_err ... ok
test handle_pull_command_tests::pull_code_leg_failure_with_store_skipped_returns_err ... ok
Updating baa2b16..66d798f
Fast-forward
 landed.txt | 1 +
 1 file changed, 1 insertion(+)
 create mode 100644 landed.txt
test handle_pull_command_tests::pull_code_only_triggers_auto_bump ... ok
test headless_hint_tests::headless_env_launches_route_through_shared_argv_builders ... ok
test headless_hint_tests::headless_launch_hint_round_trips_to_real_argv ... ok
test headless_hint_tests::no_human_resume_paths_use_headless_resume_launcher ... ok
test headless_hint_tests::shell_join_display_quotes_only_what_needs_it ... ok
test headless_tail::tests::discover_logs_errors_on_missing_dir ... ok
test handle_pull_command_tests::pull_store_only_does_not_run_auto_bump ... ok
test headless_tail::tests::format_assistant_text_block ... ok
test headless_tail::tests::format_assistant_thinking_block_is_silent ... ok
test headless_tail::tests::format_empty_line_is_silent ... ok
test headless_tail::tests::format_malformed_line_marked ... ok
test headless_tail::tests::format_result_event_marks_terminal ... ok
test headless_tail::tests::format_tool_input_truncates_to_120 ... ok
test headless_tail::tests::format_tool_use_with_tools_flag ... ok
test headless_tail::tests::format_tool_use_without_with_tools_is_silent ... ok
test headless_tail::tests::format_tools_only_drops_text ... ok
test headless_tail::tests::format_unknown_type_is_silent ... ok
test headless_tail::tests::format_user_tool_result_off_by_default ... ok
test headless_tail::tests::format_user_tool_result_when_include_user ... ok
test headless_tail::tests::looks_like_spec_id_discriminates ... ok
test headless_tail::tests::parse_advise_filename ... ok
test headless_tail::tests::parse_resume_filename ... ok
test headless_tail::tests::parse_short_branch_falls_back_to_last_token_as_lease ... ok
test headless_tail::tests::parse_since_rejects_garbage ... ok
test headless_tail::tests::parse_since_units ... ok
test headless_tail::tests::parse_task_branch_filename ... ok
test headless_tail::tests::parse_task_multi_segment_branch ... ok
test headless_tail::tests::select_log_ambiguous_lease_errors ... ok
test headless_tail::tests::select_log_lease_prefix_disambiguates ... ok
test headless_tail::tests::select_log_no_match_errors ... ok
test headless_tail::tests::select_log_no_selector_picks_newest ... ok
test headless_tail::tests::select_log_spec_id_matches_advise_form ... ok
test headless_tail::tests::select_log_spec_id_picks_newest_matching ... ok
test headless_tail::tests::since_filter_drops_old_events ... ok
test headless_tail::tests::since_filter_keeps_events_without_timestamp ... ok
test headless_tee::tests::assistant_text_multiline_emits_per_line ... ok
test headless_tee::tests::assistant_text_surfaces ... ok
test headless_tee::tests::assistant_tool_use_summary ... ok
test headless_tee::tests::assistant_tool_use_truncates_long_input ... ok
test headless_tee::tests::empty_line_is_silent ... ok
test headless_tee::tests::full_fixture_emits_expected_high_signal_subset ... ok
test headless_tee::tests::is_error_result_always_surfaces_even_when_disabled ... ok
test headless_tee::tests::malformed_json_is_silent ... ok
test headless_tee::tests::permission_denials_always_surface_even_when_disabled ... ok
test headless_tee::tests::prefix_has_label_when_set ... ok
test headless_tee::tests::prefix_is_bare_when_label_empty ... ok
test headless_tee::tests::prefix_is_bare_without_label ... ok
test headless_tee::tests::resolve_disabled_by_env ... ok
test headless_tee::tests::resolve_disabled_by_flag ... ok
test headless_tee::tests::resolve_enabled_by_default ... ok
test headless_tee::tests::resolve_env_other_values_stay_enabled ... ok
test headless_tee::tests::result_event_silent_when_disabled_if_no_error ... ok
test headless_tee::tests::result_event_surfaces_summary_when_enabled ... ok
test bug_231_findings_promote_tests::rel_list_exits_zero_on_dangling_and_not_found ... ok
test headless_tee::tests::system_init_surfaces_model_and_cwd ... ok
test headless_tee::tests::thinking_block_is_silent ... ok
test headless_tee::tests::unknown_event_type_is_silent ... ok
test health::tests::blocked_thresholds ... ok
test health::tests::counts_sum_to_total ... ok
test health::tests::empty_project_is_healthy ... ok
test health::tests::grade_count_steps ... ok
test health::tests::grade_ordering_is_severity ... ok
test health::tests::healthy_vitals_have_no_remedy ... ok
test health::tests::in_flight_specs_are_not_counted_stale ... ok
test health::tests::needs_attention_pile_is_critical ... ok
test health::tests::one_critical_anchors_overall_critical ... ok
test health::tests::running_drain_is_healthy ... ok
test health::tests::stale_drain_lock_is_always_critical ... ok
test health::tests::stale_pile_drives_backlog_critical ... ok
test health::tests::velocity_direction_grades ... ok
test health::tests::vitals_are_severity_ordered_worst_first ... ok
test health::tests::watch_does_not_escalate_to_critical ... ok
test health_metrics::tests::burn_down_velocity_empty_window_has_no_per_day ... ok
test health_metrics::tests::burn_down_velocity_nets_completions_against_adds ... ok
test health_metrics::tests::burn_down_velocity_no_specs_is_zero_net ... ok
test health_metrics::tests::burn_down_velocity_positive_net_when_shipping_faster_than_adding ... ok
test health_metrics::tests::clean_success_is_classified ... ok
test health_metrics::tests::draft_inbox_depth_counts_unarchived_drafts ... ok
test health_metrics::tests::draft_inbox_depth_is_zero_when_no_drafts ... ok
test health_metrics::tests::empty_log_is_truncated ... ok
test health_metrics::tests::error_subtype_result_is_error_class ... ok
test health_metrics::tests::gap_is_session_minus_drain ... ok
test health_metrics::tests::halt_breakdown_classifies_shelvable_vs_halting ... ok
test health_metrics::tests::halt_breakdown_unknown_slug_is_unclassified_and_excluded_from_rate ... ok
test health_metrics::tests::halt_rate_is_zero_for_no_classified_failures ... ok
test health_metrics::tests::is_error_true_with_no_subtype_is_error_class ... ok
test health_metrics::tests::malformed_trailing_line_does_not_mask_earlier_result ... ok
test health_metrics::tests::mid_work_kill_with_no_result_is_failure ... ok
test health_metrics::tests::negative_gap_when_sessions_fail_below_drain_score ... ok
test health_metrics::tests::outcome_slugs_are_stable ... ok
test health_metrics::tests::recovery_latency_empty_is_empty ... ok
test health_metrics::tests::recovery_latency_failure_with_no_following_drain_yields_no_gap ... ok
test health_metrics::tests::recovery_latency_measures_gap_to_next_drain ... ok
test health_metrics::tests::recovery_latency_median_even_count_averages_middle_two ... ok
test health_metrics::tests::recovery_latency_orders_unsorted_input_by_completion ... ok
test health_metrics::tests::result_event_wins_over_kill_marker ... ok
test health_metrics::tests::sentinel_reap_via_generic_field ... ok
test health_metrics::tests::sentinel_reap_with_no_result_counts_as_success ... ok
test health_metrics::tests::shelvable_and_halting_slugs_are_disjoint_and_complete ... ok
